"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",590000,"Serviced Residence (Intermediate)","Built-up  ",779,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",6900000,"Condominium","Built-up  ",3750,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",930000,"Condominium (Intermediate)","Built-up  ",1119,"sq. ft.","Fully Furnished"
"Segambut, Kuala Lumpur","RM",598000,"Condominium (Intermediate)","Built-up  ",1019,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",2980000,"Semi-detached House (Intermediate)","Land area  ",4900,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",370000,"Apartment (Intermediate)","Built-up  ",1049,"sq. ft.","Unfurnished"
"Segambut, Kuala Lumpur","RM",340000,"Apartment (Intermediate)","Built-up  ",1049,"sq. ft.","Unfurnished"
"Segambut, Kuala Lumpur","RM",1950000,"3-sty Terrace/Link House (Intermediate)","Land area  ",2045,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",1450000,"Condominium (Corner)","Built-up  ",1356,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1330000,"Condominium (Corner)","Built-up  ",1356,"sq. ft.","Partly Furnished"
"Wangsa Maju, Kuala Lumpur","RM",450000,"Condominium","Built-up  ",1187,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2e+06,"Serviced Residence (Intermediate)","Built-up  ",1529,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",680000,"Condominium","Built-up  ",1250,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",850000,"Serviced Residence (Corner)","Built-up  ",1230,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",1300000,"Condominium","Built-up  ",1800,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",860000,"Condominium","Built-up  ",1268,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",1980000,"Condominium (Intermediate)","Land area  ",2329,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",990000,"Condominium","Built-up  ",1828,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1e+06,"Condominium","Built-up  ",2208,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1050000,"Condominium","Built-up  ",2036,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",9e+05,"Condominium","Built-up  ",1828,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",358000,"Apartment (Corner)","Built-up  ",950,"sq. ft.","Unfurnished"
"Bukit Bintang, Kuala Lumpur","RM",1800000,"Condominium","Built-up  ",1468,"sq. ft.","Fully Furnished"
"KL Eco City, Kuala Lumpur","RM",850000,"Condominium","Built-up  ",650,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1650000,"2-sty Terrace/Link House","Built-up  ",1700,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",2980000,"Serviced Residence (Corner)","Built-up  ",4275,"sq. ft.","Partly Furnished"
"Wangsa Maju, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",1518,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1e+07,"Condominium","Built-up  ",7200,"sq. ft.","Unfurnished"
"Sungai Besi, Kuala Lumpur","RM",455000,"Serviced Residence","Built-up  ",780,"sq. ft.","Partly Furnished"
"KL Eco City, Kuala Lumpur","RM",860000,"Condominium","Built-up  ",700,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3500000,"Condominium","Built-up  ",3983,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1800,"Condominium","Built-up  ",1048,"sq. ft.","Partly Furnished"
"Salak Selatan, Kuala Lumpur","RM",530000,"Serviced Residence (Intermediate)","Built-up  ",1058,"sq. ft.","Partly Furnished"
"Salak Selatan, Kuala Lumpur","RM",599000,"Serviced Residence (Intermediate)","Built-up  ",1058,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",360000,"Condominium","Built-up  ",1222,"sq. ft.","Partly Furnished"
"Jalan Kuching, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1320,"sq. ft.","Fully Furnished"
"Jalan Kuching, Kuala Lumpur","RM",6e+05,"Condominium","Built-up  ",1320,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",705000,"Condominium (Intermediate)","Land area  ",1001,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",525000,"Condominium (Corner)","Land area  ",1081,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",335000,"Apartment","Land area  ",750,"sq. ft.","Partly Furnished"
"KL Sentral, Kuala Lumpur","RM",2380000,"Serviced Residence","Built-up  ",1625,"sq. ft.","Partly Furnished"
"Jalan Kuching, Kuala Lumpur","RM",440000,"Condominium","Built-up  ",1100,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2532600,"Serviced Residence","Built-up  ",1490,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1698300,"Serviced Residence","Built-up  ",1020,"sq. ft.","Fully Furnished"
"Brickfields, Kuala Lumpur","RM",272000,"Serviced Residence (Intermediate)","Built-up  ",250,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",420000,"Condominium (Intermediate)","Built-up  ",880,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+06,"Serviced Residence (Intermediate)","Land area  ",1300,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",7e+05,"Condominium","Land area  ",1001,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",160000,"Flat (Intermediate)","Land area  ",550,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",638000,"Condominium (Corner)","Land area  ",1355,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",1593,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1996400,"Serviced Residence (Duplex)","Built-up  ",1426,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1925100,"Serviced Residence (Duplex)","Built-up  ",1426,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",650000,"Condominium (Corner)","Land area  ",1355,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",635000,"Condominium (Corner)","Land area  ",1355,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",1166100,"Serviced Residence","Built-up  ",897,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",2500000,"Serviced Residence","Built-up  ",1509,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1330000,"Condominium","Built-up  ",2128,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",490000,"Condominium","Built-up  ",1207,"sq. ft.","Fully Furnished"
"Jalan Kuching, Kuala Lumpur","RM",770000,"Condominium (Corner)","Built-up  ",1590,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1600000,"Condominium (Corner)","Built-up  ",2600,"sq. ft.","Partly Furnished"
"Jalan Ipoh, Kuala Lumpur","RM",560000,"Condominium (Corner)","Built-up  ",1037,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",1800000,"Condominium (Corner)","Built-up  ",3166,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1150000,"Condominium (Corner)","Built-up  ",1605,"sq. ft.","Fully Furnished"
"Desa ParkCity, Kuala Lumpur","RM",1650000,"3-sty Terrace/Link House (Intermediate)","Built-up  ",2000,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2600000,"Condominium (Corner)","Built-up  ",4000,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1180000,"Condominium (Corner)","Built-up  ",1605,"sq. ft.","Fully Furnished"
"Jalan Kuching, Kuala Lumpur","RM",660000,"Condominium (Corner)","Built-up  ",1300,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1600000,"Condominium (Corner)","Built-up  ",2648,"sq. ft.","Partly Furnished"
"Bandar Menjalara, Kuala Lumpur","RM",605000,"Condominium (Intermediate)","Built-up  ",1316,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3300000,"Condominium (Duplex)","Built-up  ",3980,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",8e+05,"Condominium (Intermediate)","Built-up  ",1280,"sq. ft.","Fully Furnished"
"Segambut, Kuala Lumpur","RM",8e+05,"Condominium (Corner)","Built-up  ",1893,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1450000,"Condominium (Corner)","Built-up  ",2500,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1350000,"Condominium (Corner)","Built-up  ",2028,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1350000,"Condominium (Corner)","Built-up  ",1838,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1300000,"Condominium (Corner)","Built-up  ",1839,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",635000,"Condominium (Corner)","Built-up  ",1577,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2738000,"Serviced Residence","Built-up  ",1114,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",980000,"Condominium (Intermediate)","Built-up  ",1513,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",838000,"Condominium (Intermediate)","Built-up  ",1663,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1650000,"Condominium (Intermediate)","Built-up  ",2028,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1780000,"Condominium","Built-up  ",2638,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",688000,"Condominium (Corner)","Built-up  ",1118,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",935000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1800,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3600000,"3.5-sty Terrace/Link House (Intermediate)","Land area  ",2000,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",1150000,"Condominium","Built-up  ",1757,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",540000,"Condominium (Corner)","Built-up  ",1003,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",530000,"Condominium","Built-up  ",1003,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",4300000,"Bungalow (Corner)","Land area  ",7000,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",7e+05,"Condominium","Built-up  ",1021,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",980000,"Condominium","Built-up  ",1335,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",1700000,"Condominium (Intermediate)","Built-up  ",1410,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1800000,"2-sty Terrace/Link House (Corner)","Land area  ",4344,"sq. ft.","Partly Furnished"
"Country Heights Damansara, Kuala Lumpur","RM",1e+07,"Bungalow (Corner)","Land area  ",10000,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2750000,"Condominium","Built-up  ",3317,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2300000,"Condominium","Built-up  ",2707,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",1050000,"Serviced Residence (Corner)","Built-up  ",1145,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",3130000,"Condominium","Built-up  ",3478,"sq. ft.","Fully Furnished"
"Titiwangsa, Kuala Lumpur","RM",680000,"Condominium (Corner)","Built-up  ",1380,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",5e+05,"Serviced Residence (Intermediate)","Built-up  ",1339,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1350000,"Condominium (Corner)","Built-up  ",1356,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",650000,"Serviced Residence (Duplex)","Built-up  ",2110,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",6e+05,"Serviced Residence","Land area  ",1860,"sq. ft.","Fully Furnished"
"Kepong, Kuala Lumpur","RM",820000,"2-sty Terrace/Link House (Corner)","Land area  ",4270,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",540000,"Condominium (Intermediate)","Built-up  ",1363,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1800000,"Condominium (Corner)","Built-up  ",2025,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2350000,"Condominium (Corner)","Built-up  ",3000,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2106000,"Condominium (Corner)","Built-up  ",2700,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",2500000,"Semi-detached House","Land area  ",3000,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",1010000,"Semi-detached House (Intermediate)","Built-up  ",3911,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",299000,"Condominium","Built-up  ",950,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",850000,"Serviced Residence (Intermediate)","Built-up  ",1428,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",2450000,"Semi-detached House","Land area  ",2640,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",650000,"Condominium (EndLot)","Built-up  ",1550,"sq. ft.","Partly Furnished"
"Sunway SPK, Kuala Lumpur","RM",1490000,"Townhouse","Land area  ",2262,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",543000,"Serviced Residence","Built-up  ",660,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",570000,"Condominium (Intermediate)","Built-up  ",1100,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",788000,"2-sty Terrace/Link House (Corner)","Land area  ",2456,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",5500000,"Serviced Residence (Triplex)","Built-up  ",6769,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1680000,"Condominium (Intermediate)","Built-up  ",1668,"sq. ft.","Partly Furnished"
"Ampang Hilir, Kuala Lumpur","RM",3999000,"Condominium (Intermediate)","Built-up  ",3628,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",2450000,"Semi-detached House (Corner)","Land area  ",5600,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",675000,"Condominium (Corner)","Built-up  ",1212,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",660000,"Condominium (EndLot)","Built-up  ",1316,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",7e+05,"2-sty Terrace/Link House (Intermediate)","Land area  ",1650,"sq. ft.","Unfurnished"
"Segambut, Kuala Lumpur","RM",620000,"Condominium","Built-up  ",1184,"sq. ft.","Partly Furnished"
"Sri Petaling, Kuala Lumpur","RM",460000,"Condominium","Built-up  ",1400,"sq. ft.","Partly Furnished"
"Brickfields, Kuala Lumpur","RM",560000,"Serviced Residence","Built-up  ",668,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1850000,"Serviced Residence (Intermediate)","Built-up  ",1485,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",470000,"Serviced Residence","Built-up  ",750,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",799000,"Condominium","Built-up  ",1073,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",419000,"Condominium","Built-up  ",918,"sq. ft.","Fully Furnished"
"Bangsar South, Kuala Lumpur","RM",1220000,"Condominium (Intermediate)","Built-up  ",1485,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1200000,"Condominium (Intermediate)","Built-up  ",1600,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",1500000,"Serviced Residence","Built-up  ",1450,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",3900000,"Condominium (Intermediate)","Built-up  ",2647,"sq. ft.","Fully Furnished"
"Desa ParkCity, Kuala Lumpur","RM",1680000,"3-sty Terrace/Link House (Intermediate)","Built-up  ",1900,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",720000,"Serviced Residence (Intermediate)","Built-up  ",1010,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2e+06,"Condominium","Built-up  ",2147,"sq. ft.","Fully Furnished"
"Jalan Kuching, Kuala Lumpur","RM",580000,"Condominium","Land area  ",1050,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",438000,"Condominium","Land area  ",1120,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",660000,"Condominium","Land area  ",1412,"sq. ft.","Partly Furnished"
"Kepong, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",946,"sq. ft.","Unfurnished"
"Kepong, Kuala Lumpur","RM",368000,"Townhouse","Built-up  ",837,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",665000,"Condominium","Land area  ",1412,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",1680000,"Condominium (Corner)","Built-up  ",2200,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",440000,"Serviced Residence","Built-up  ",772,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6e+05,"Serviced Residence","Built-up  ",441,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",830000,"Serviced Residence","Built-up  ",736,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",1100000,"Serviced Residence (Intermediate)","Built-up  ",954,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",555000,"Serviced Residence (Intermediate)","Built-up  ",502,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",1050000,"Serviced Residence (Corner)","Built-up  ",988,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",620000,"Condominium (Corner)","Built-up  ",940,"sq. ft.","Fully Furnished"
"Jalan Kuching, Kuala Lumpur","RM",750000,"Condominium (Corner)","Built-up  ",1200,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",3480000,"Condominium (Corner)","Built-up  ",3668,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2800000,"Condominium (Corner)","Built-up  ",3668,"sq. ft.","Partly Furnished"
"Taman Melawati, Kuala Lumpur","RM",1150000,"Semi-detached House (Corner)","Land area  ",3200,"sq. ft.","Unfurnished"
"Ampang, Kuala Lumpur","RM",1800000,"Semi-detached House (Corner)","Land area  ",3326,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",1800000,"Condominium (Corner)","Built-up  ",1974,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",5700000,"Bungalow (Corner)","Land area  ",12800,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2800000,"Condominium (Corner)","Built-up  ",2700,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",12800000,"Bungalow (Corner)","Land area  ",15750,"sq. ft.","Partly Furnished"
"Taman Melawati, Kuala Lumpur","RM",6200000,"Bungalow (Corner)","Land area  ",8000,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",4300,"Condominium","Built-up  ",1862,"sq. ft.","Fully Furnished"
"Sri Petaling, Kuala Lumpur","RM",529000,"Serviced Residence","Built-up  ",980,"sq. ft.","Fully Furnished"
"Sri Petaling, Kuala Lumpur","RM",598000,"Serviced Residence","Built-up  ",1279,"sq. ft.","Fully Furnished"
"Pantai, Kuala Lumpur","RM",470000,"Condominium","Built-up  ",1023,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",920000,"Serviced Residence (Intermediate)","Built-up  ",657,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3e+06,"Condominium (Corner)","Built-up  ",3500,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",950000,"Serviced Residence (Intermediate)","Built-up  ",764,"sq. ft.","Fully Furnished"
"KL City, Kuala Lumpur","RM",1680000,"Serviced Residence (Intermediate)","Built-up  ",1076,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",7600000,"Condominium","Built-up  ",3218,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2950000,"Condominium","Built-up  ",2809,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1950000,"Serviced Residence","Built-up  ",1332,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",6950000,"Condominium (Penthouse)","Built-up  ",6600,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",699000,"Condominium","Built-up  ",1164,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2470000,"Serviced Residence (Intermediate)","Built-up  ",1006,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",4800000,"Condominium (Corner)","Built-up  ",4488,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1247000,"Serviced Residence (Intermediate)","Built-up  ",850,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",4250000,"Serviced Residence (Corner)","Built-up  ",3897,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2700000,"Serviced Residence","Built-up  ",1806,"sq. ft.","Fully Furnished"
"KL City, Kuala Lumpur","RM",1150000,"Serviced Residence (Intermediate)","Built-up  ",1076,"sq. ft.","Fully Furnished"
"KL City, Kuala Lumpur","RM",1650000,"Serviced Residence (Intermediate)","Built-up  ",1012,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",775000,"Serviced Residence","Built-up  ",775,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1800000,"Condominium (Corner)","Built-up  ",1905,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",4800000,"Condominium (Corner)","Built-up  ",5700,"sq. ft.","Partly Furnished"
